kod;ust_kod;baslik;metin;sira;seviye;zorunluluk_tipi;kanit_beklentisi;dis_kontrol_id;kanit_tipi;kaynak_url;kaynak_yeri;erisim_tarihi;yururluk_tarihi;gereksinim_tipi
KEY-18;AILE-06;Uzak Erişim Hesap Güvenliği;Elektrik dağıtım şebekesi endüstriyel kontrol sistemi (EKS) bileşenlerine uzaktan erişim için bir atlama noktası (jump box) kullanılıyorsa ilgili bileşen üzerinde bulunan hesapların ele geçirilmesini önlemek amacıyla gerekli sıkılaştırmalar devreye alınmalıdır.;214;;REGULATION;;;;https://www.epdk.gov.tr/Detay/DownloadDocument?id=4KFPqszJ13k%3D;Ek-1 · 06-Kimlik ve Erişim Yönetimi · KEY-18;2026-09-09;2023-06-06;Seviye 2
KEY-19;AILE-06;Uzak Erişim Hesap Güvenliği;Elektrik dağıtım şebekesi endüstriyel kontrol sistemi (EKS) bileşenlerine uzaktan erişim sağlanması durumunda, uzak erişimin sadece izin verilen bileşen ve sisteme yapılmasını garanti altına alacak ağ ve sistem tabanlı erişim kısıtlamaları uygulanmalıdır.;215;;REGULATION;;;;https://www.epdk.gov.tr/Detay/DownloadDocument?id=4KFPqszJ13k%3D;Ek-1 · 06-Kimlik ve Erişim Yönetimi · KEY-19;2026-09-09;2023-06-06;Seviye 2
OYS-1;AILE-07;Olay Müdahale ve Cevap Verme;Olay müdahale politika ve prosedürleri, elektrik dağıtım şebekesi endüstriyel kontrol sistemlerini (EKS) kapsayacak şekilde hazırlanmalıdır.;216;;REGULATION;;;;https://www.epdk.gov.tr/Detay/DownloadDocument?id=4KFPqszJ13k%3D;Ek-1 · 07-Olay Yönetimi ve Süreklilik · OYS-1;2026-09-09;2023-06-06;Seviye 1
OYS-2;AILE-07;Olay Müdahale ve Cevap Verme;Kurumsal SOME rehberinde adreslendiği şekilde kurum içi rol ve sorumluluklara uygun olarak olay müdahale eğitimleri alınmalıdır.;217;;REGULATION;;;;https://www.epdk.gov.tr/Detay/DownloadDocument?id=4KFPqszJ13k%3D;Ek-1 · 07-Olay Yönetimi ve Süreklilik · OYS-2;2026-09-09;2023-06-06;Seviye 1
OYS-3;AILE-07;Olay Müdahale ve Cevap Verme;Olay müdahale eğitimleri siber güvenlik kaynaklı olarak oluşabilecek kriz yönetimini de içermelidir.;218;;REGULATION;;;;https://www.epdk.gov.tr/Detay/DownloadDocument?id=4KFPqszJ13k%3D;Ek-1 · 07-Olay Yönetimi ve Süreklilik · OYS-3;2026-09-09;2023-06-06;Seviye 1
OYS-4;AILE-07;Olay Müdahale ve Cevap Verme;"Olay müdahale eğitimleri elektrik dağıtım şebekesi endüstriyel kontrol sistemlerinde (EKS) siber güvenlik kaynaklı olarak oluşabilecek ""görünürlük kaybı"" ve ""kontrol kaybı"" etkilerine sahip senaryoları içermelidir.";219;;REGULATION;;;;https://www.epdk.gov.tr/Detay/DownloadDocument?id=4KFPqszJ13k%3D;Ek-1 · 07-Olay Yönetimi ve Süreklilik · OYS-4;2026-09-09;2023-06-06;Seviye 1
OYS-5;AILE-07;Olay Müdahale ve Cevap Verme;Kuruluş, olay müdahale testleri kapsamında, kendi yetkinliklerini belirli periyotlarla simülasyonlar aracılığı ile test etmelidir.;220;;REGULATION;;;;https://www.epdk.gov.tr/Detay/DownloadDocument?id=4KFPqszJ13k%3D;Ek-1 · 07-Olay Yönetimi ve Süreklilik · OYS-5;2026-09-09;2023-06-06;Seviye 2
OYS-6;AILE-07;Olay Müdahale ve Cevap Verme;Olay müdahale testleri, iş sürekliliği, acil durum yönetimi, kriz yönetimi gibi süreç ve planlarla koordine olarak gerçekleştirilmelidir.;221;;REGULATION;;;;https://www.epdk.gov.tr/Detay/DownloadDocument?id=4KFPqszJ13k%3D;Ek-1 · 07-Olay Yönetimi ve Süreklilik · OYS-6;2026-09-09;2023-06-06;Seviye 2
OYS-7;AILE-07;Olay Müdahale ve Cevap Verme;Olay müdahale testleri kapsamında performans ölçümleri gerçekleştirilmelidir. (Ekip performansı, sistem yeterlilikleri, testlerin uygunluğu, birimler arası koordinasyon yeteneği vb.);222;;REGULATION;;;;https://www.epdk.gov.tr/Detay/DownloadDocument?id=4KFPqszJ13k%3D;Ek-1 · 07-Olay Yönetimi ve Süreklilik · OYS-7;2026-09-09;2023-06-06;Seviye 2
OYS-8;AILE-07;Olay Müdahale ve Cevap Verme;Olay müdahale için gerekli yöntemler tanımlanmalı ve uygulanmalıdır. (Log toplama, ağ trafiği toplama, adli bilişim verisi toplama vb.);223;;REGULATION;;;;https://www.epdk.gov.tr/Detay/DownloadDocument?id=4KFPqszJ13k%3D;Ek-1 · 07-Olay Yönetimi ve Süreklilik · OYS-8;2026-09-09;2023-06-06;Seviye 2
OYS-9;AILE-07;Olay Müdahale ve Cevap Verme;Olay müdahale kapsamında olaylara otomatik cevap verme süreçleri tanımlanmalıdır. (Route ekleme çıkarma, kural ekleme çıkarma vb.);224;;OPTIONAL;;;;https://www.epdk.gov.tr/Detay/DownloadDocument?id=4KFPqszJ13k%3D;Ek-1 · 07-Olay Yönetimi ve Süreklilik · OYS-9;2026-09-09;2023-06-06;Ek kontrol
OYS-10;AILE-07;Olay Müdahale ve Cevap Verme;Olay müdahale kapsamında, endüstriyel operasyonların sürekliliğine ilişkin senaryolar tanımlanmalıdır. (Manuel operasyona geçiş, yedek kontrol merkezine geçiş vb.);225;;REGULATION;;;;https://www.epdk.gov.tr/Detay/DownloadDocument?id=4KFPqszJ13k%3D;Ek-1 · 07-Olay Yönetimi ve Süreklilik · OYS-10;2026-09-09;2023-06-06;Seviye 1
OYS-11;AILE-07;Olay Müdahale ve Cevap Verme;Olay müdahale yaklaşımı iç tehditlerin (çalışanlar, ağa erişim yetkisi olan alt yükleniciler ve üreticiler vb.) tespitini içerecek şekilde tasarlanmalıdır.;226;;REGULATION;;;;https://www.epdk.gov.tr/Detay/DownloadDocument?id=4KFPqszJ13k%3D;Ek-1 · 07-Olay Yönetimi ve Süreklilik · OYS-11;2026-09-09;2023-06-06;Seviye 2
OYS-12;AILE-07;Olay Müdahale ve Cevap Verme;Olay müdahale kapsamında, kurum içi birimlerin koordinasyonu tanımlanmalıdır. (İK, İşletme Birimleri, Hukuk vb.) Her bir olay için bilgi verilen, raporlanan, sorumlu kişi/birim şeklinde sınıflandırmalar yapılmalıdır.;227;;REGULATION;;;;https://www.epdk.gov.tr/Detay/DownloadDocument?id=4KFPqszJ13k%3D;Ek-1 · 07-Olay Yönetimi ve Süreklilik · OYS-12;2026-09-09;2023-06-06;Seviye 1
OYS-13;AILE-07;Olay Müdahale ve Cevap Verme;Olay müdahale ve sonrasında, kurum dışı otoritelerle iletişim ve koordinasyon gereklilikleri tanımlanmalıdır.;228;;REGULATION;;;;https://www.epdk.gov.tr/Detay/DownloadDocument?id=4KFPqszJ13k%3D;Ek-1 · 07-Olay Yönetimi ve Süreklilik · OYS-13;2026-09-09;2023-06-06;Seviye 1
OYS-14;AILE-07;Olay Müdahale ve Cevap Verme;Olay müdahale ve sonrasında, gerek duyulması halinde kuruluşa hizmet veren alt yüklenici ve üreticilerle gerçekleştirilecek koordinasyon süreci tanımlanmalıdır.;229;;REGULATION;;;;https://www.epdk.gov.tr/Detay/DownloadDocument?id=4KFPqszJ13k%3D;Ek-1 · 07-Olay Yönetimi ve Süreklilik · OYS-14;2026-09-09;2023-06-06;Seviye 1
OYS-15;AILE-07;Olay Müdahale ve Cevap Verme;Olay müdahale ekibi, Kurumsal SOME yönergeleri kapsamında oluşturulmalıdır.;230;;REGULATION;;;;https://www.epdk.gov.tr/Detay/DownloadDocument?id=4KFPqszJ13k%3D;Ek-1 · 07-Olay Yönetimi ve Süreklilik · OYS-15;2026-09-09;2023-06-06;Seviye 1
OYS-16;AILE-07;Olay Müdahale ve Cevap Verme;Tüm olay müdahale süreçleri Kurumsal SOME Rehberine uyumlu olmalıdır.;231;;REGULATION;;;;https://www.epdk.gov.tr/Detay/DownloadDocument?id=4KFPqszJ13k%3D;Ek-1 · 07-Olay Yönetimi ve Süreklilik · OYS-16;2026-09-09;2023-06-06;Seviye 1
OYS-17;AILE-07;Olay Müdahale ve Cevap Verme;Olay müdahale süreçleri, zararlı yazılım analizi ve adli bilişim analizini kapsamalıdır.;232;;REGULATION;;;;https://www.epdk.gov.tr/Detay/DownloadDocument?id=4KFPqszJ13k%3D;Ek-1 · 07-Olay Yönetimi ve Süreklilik · OYS-17;2026-09-09;2023-06-06;Seviye 1
OYS-18;AILE-07;Olay Müdahale ve Cevap Verme;Olay müdahale kapsamında, kurum anormal durum tespit yeteneklerine sahip olmalıdır. Kurumlar bunu sağlamak için istemci/sunucu, uygulama veya ağ tabanlı bir çözüm kullanabilir.;233;;REGULATION;;;;https://www.epdk.gov.tr/Detay/DownloadDocument?id=4KFPqszJ13k%3D;Ek-1 · 07-Olay Yönetimi ve Süreklilik · OYS-18;2026-09-09;2023-06-06;Seviye 2
OYS-19;AILE-07;Olay Müdahale ve Cevap Verme;Olay müdahale süreçleri, medya ve müşteri/abone iletişimlerini içermelidir.;234;;REGULATION;;;;https://www.epdk.gov.tr/Detay/DownloadDocument?id=4KFPqszJ13k%3D;Ek-1 · 07-Olay Yönetimi ve Süreklilik · OYS-19;2026-09-09;2023-06-06;Seviye 1
OYS-20;AILE-07;Olay Müdahale ve Cevap Verme;Olay yönetimi süreci, elektrik dağıtım operasyonlarına özel endüstriyel proses, varlık ve ekipmanlara uyumlu şekilde tanımlanmalıdır.;235;;REGULATION;;;;https://www.epdk.gov.tr/Detay/DownloadDocument?id=4KFPqszJ13k%3D;Ek-1 · 07-Olay Yönetimi ve Süreklilik · OYS-20;2026-09-09;2023-06-06;Seviye 1
OYS-21;AILE-07;Olay İzleme;Olay izleme süreçleri endüstriyel kontrol sistemleri (EKS) için de devreye alınmalıdır.;236;;REGULATION;;;;https://www.epdk.gov.tr/Detay/DownloadDocument?id=4KFPqszJ13k%3D;Ek-1 · 07-Olay Yönetimi ve Süreklilik · OYS-21;2026-09-09;2023-06-06;Seviye 2
OYS-22;AILE-07;Olay Raporlama;Olay raporlama süreçleri Kurumsal SOME rehberine uyumlu olmalıdır.;237;;REGULATION;;;;https://www.epdk.gov.tr/Detay/DownloadDocument?id=4KFPqszJ13k%3D;Ek-1 · 07-Olay Yönetimi ve Süreklilik · OYS-22;2026-09-09;2023-06-06;Seviye 1
OYS-23;AILE-07;Olay Raporlama;Olay raporlama süreçleri, olayın yaşanmasına neden olan zafiyetlerin bilgisini içermelidir.;238;;REGULATION;;;;https://www.epdk.gov.tr/Detay/DownloadDocument?id=4KFPqszJ13k%3D;Ek-1 · 07-Olay Yönetimi ve Süreklilik · OYS-23;2026-09-09;2023-06-06;Seviye 1
OYS-24;AILE-07;Olay Müdahale Planı;Kurum kendine özgü olay müdahale planlarını geliştirmelidir. Bu planlar en az aşağıdaki başlıkları içermelidir. - Olay müdahale organizasyonu (Roller ve görevler) - Olay tanımı (Olay sınıflandırma) - Raporlama (Olay bildirimi, analizi) - Kaynakların sağlanması - Bilgi paylaşımı (Kurum ve kurum dışı iletişim esasları) - Doküman yönetimi (Doküman güncelleme ve dağıtımı) - Kök neden analizi (Olayların kök neden analiz yöntemi ve raporlaması. Üçüncü taraflarda meydana gelebilecek olayların kök neden analizi hususuna sözleşmelerde yer verilmelidir.) - Olaylardan alınan dersler (lessons learned) ve olayların tekrarlanmasının engellenmesi - Olay müdahale simülasyonu ve başarı performans ölçümü;239;;REGULATION;;;;https://www.epdk.gov.tr/Detay/DownloadDocument?id=4KFPqszJ13k%3D;Ek-1 · 07-Olay Yönetimi ve Süreklilik · OYS-24;2026-09-09;2023-06-06;Seviye 1
OYS-25;AILE-07;Siber Güvenlik Olaylarını Tespit Etme;Tespit edilen olaylar belirli bir rol ya da kişiye atanmalıdır.;240;;REGULATION;;;;https://www.epdk.gov.tr/Detay/DownloadDocument?id=4KFPqszJ13k%3D;Ek-1 · 07-Olay Yönetimi ve Süreklilik · OYS-25;2026-09-09;2023-06-06;Seviye 1
OYS-26;AILE-07;Siber Güvenlik Olaylarını Tespit Etme;Olay tespiti için kriterler belirlenmelidir. (Olay tanımı, nereye bakılacağı vb.);241;;REGULATION;;;;https://www.epdk.gov.tr/Detay/DownloadDocument?id=4KFPqszJ13k%3D;Ek-1 · 07-Olay Yönetimi ve Süreklilik · OYS-26;2026-09-09;2023-06-06;Seviye 1
OYS-27;AILE-07;Endüstriyel Siber Güvenlik Log Yönetimi;"Elektrik dağıtım şebekesi endüstriyel kontrol sistemi (EKS) bünyesindeki kontrol merkezleri ve ""Endüstriyel Ağ Güvenliği"" başlığında belirlenen kritik trafo merkezlerinde bulunan ağ ve güvenlik cihazları log üretme kapasitesine sahip olmalıdır.";242;;REGULATION;;;;https://www.epdk.gov.tr/Detay/DownloadDocument?id=4KFPqszJ13k%3D;Ek-1 · 07-Olay Yönetimi ve Süreklilik · OYS-27;2026-09-09;2023-06-06;Seviye 1
OYS-28;AILE-07;Endüstriyel Siber Güvenlik Log Yönetimi;Elektrik dağıtım şebekesi endüstriyel kontrol sistemi (EKS) bünyesindeki kontrol merkezlerinde bulunan ağ ve güvenlik cihazları log yönlendirme kapasitesine sahip olmalıdır.;243;;REGULATION;;;;https://www.epdk.gov.tr/Detay/DownloadDocument?id=4KFPqszJ13k%3D;Ek-1 · 07-Olay Yönetimi ve Süreklilik · OYS-28;2026-09-09;2023-06-06;Seviye 2
OYS-29;AILE-07;Endüstriyel Siber Güvenlik Log Yönetimi;Elektrik dağıtım şebekesi endüstriyel kontrol sistemi (EKS) bünyesindeki kontrol merkezlerinde bulunan ağ ve güvenlik cihazları log derecelendirme veya sınıflandırma kapasitesine sahip olmalıdır.;244;;REGULATION;;;;https://www.epdk.gov.tr/Detay/DownloadDocument?id=4KFPqszJ13k%3D;Ek-1 · 07-Olay Yönetimi ve Süreklilik · OYS-29;2026-09-09;2023-06-06;Seviye 2
OYS-30;AILE-07;Endüstriyel Siber Güvenlik Log Yönetimi;Elektrik dağıtım şebekesi endüstriyel kontrol sistemi (EKS) bünyesindeki kontrol merkezlerinde bulunan ağ ve güvenlik cihazlarına ilişkin loglar merkezi olarak toplanmalı, işlenmeli ve anlamlandırılmalıdır.;245;;REGULATION;;;;https://www.epdk.gov.tr/Detay/DownloadDocument?id=4KFPqszJ13k%3D;Ek-1 · 07-Olay Yönetimi ve Süreklilik · OYS-30;2026-09-09;2023-06-06;Seviye 2
OYS-31;AILE-07;Endüstriyel Siber Güvenlik Log Yönetimi;Elektrik dağıtım şebekesi endüstriyel kontrol sistemi (EKS) bünyesinde bulunan ve kritik olarak belirlenen trafo merkezlerinde bulunan ağ cihazları log yönlendirme kapasitesine sahip olmalıdır.;246;;OPTIONAL;;;;https://www.epdk.gov.tr/Detay/DownloadDocument?id=4KFPqszJ13k%3D;Ek-1 · 07-Olay Yönetimi ve Süreklilik · OYS-31;2026-09-09;2023-06-06;Ek kontrol
OYS-32;AILE-07;Endüstriyel Siber Güvenlik Log Yönetimi;Elektrik dağıtım şebekesi endüstriyel kontrol sistemi (EKS) bünyesinde bulunan ve kritik olarak belirlenen trafo merkezlerinde bulunan ağ cihazları log derecelendirme veya sınıflandırma kapasitesine sahip olmalıdır.;247;;OPTIONAL;;;;https://www.epdk.gov.tr/Detay/DownloadDocument?id=4KFPqszJ13k%3D;Ek-1 · 07-Olay Yönetimi ve Süreklilik · OYS-32;2026-09-09;2023-06-06;Ek kontrol
OYS-33;AILE-07;Endüstriyel Siber Güvenlik Log Yönetimi;Elektrik dağıtım şebekesi endüstriyel kontrol sistemi (EKS) bünyesinde bulunan ve kritik olarak belirlenen trafo merkezlerinde bulunan ağ cihazlarına ilişkin log'lar merkezi olarak toplanmalı, işlenmeli ve anlamlandırılmalıdır.;248;;OPTIONAL;;;;https://www.epdk.gov.tr/Detay/DownloadDocument?id=4KFPqszJ13k%3D;Ek-1 · 07-Olay Yönetimi ve Süreklilik · OYS-33;2026-09-09;2023-06-06;Ek kontrol
OYS-34;AILE-07;Endüstriyel Siber Güvenlik Log Yönetimi;Elektrik dağıtım şebekesi endüstriyel kontrol sistemi (EKS) bünyesinde bulunan trafo merkezlerindeki endüstriyel cihazlar (RTU, IED, Röle) log tutma kapasitesine sahip olmalıdır.;249;;REGULATION;;;;https://www.epdk.gov.tr/Detay/DownloadDocument?id=4KFPqszJ13k%3D;Ek-1 · 07-Olay Yönetimi ve Süreklilik · OYS-34;2026-09-09;2023-06-06;Seviye 2
OYS-35;AILE-07;Endüstriyel Siber Güvenlik Log Yönetimi;Elektrik dağıtım şebekesi endüstriyel kontrol sistemi (EKS) bünyesinde bulunan trafo merkezlerindeki endüstriyel cihazlar (RTU, IED, Röle) log yönlendirme kapasitesine sahip olmalıdır.;250;;OPTIONAL;;;;https://www.epdk.gov.tr/Detay/DownloadDocument?id=4KFPqszJ13k%3D;Ek-1 · 07-Olay Yönetimi ve Süreklilik · OYS-35;2026-09-09;2023-06-06;Ek kontrol
OYS-36;AILE-07;Endüstriyel Siber Güvenlik Log Yönetimi;Elektrik dağıtım şebekesi endüstriyel kontrol sistemi (EKS) bünyesinde bulunan trafo merkezlerindeki endüstriyel cihazlar (RTU, IED, Röle) log derecelendirme veya sınıflandırma kapasitesine sahip olmalıdır.;251;;OPTIONAL;;;;https://www.epdk.gov.tr/Detay/DownloadDocument?id=4KFPqszJ13k%3D;Ek-1 · 07-Olay Yönetimi ve Süreklilik · OYS-36;2026-09-09;2023-06-06;Ek kontrol
OYS-37;AILE-07;Endüstriyel Siber Güvenlik Log Yönetimi;Elektrik dağıtım şebekesi endüstriyel kontrol sistemi (EKS) bünyesinde bulunan trafo merkezlerindeki endüstriyel cihazlara (RTU, IED, Röle) ilişkin loglar merkezi olarak toplanmalı, işlenmeli ve anlamlandırılmalıdır.;252;;OPTIONAL;;;;https://www.epdk.gov.tr/Detay/DownloadDocument?id=4KFPqszJ13k%3D;Ek-1 · 07-Olay Yönetimi ve Süreklilik · OYS-37;2026-09-09;2023-06-06;Ek kontrol
OYS-38;AILE-07;Endüstriyel Siber Güvenlik Log Yönetimi;Elektrik dağıtım şebekesi endüstriyel kontrol sistemi (EKS) bünyesinde bulunan yazılım ve uygulamalar (SCADA yazılımları, veri toplama yazılımları, sayaç yönetim uygulamaları vb.) log üretme kapasitesine sahip olmalıdır.;253;;REGULATION;;;;https://www.epdk.gov.tr/Detay/DownloadDocument?id=4KFPqszJ13k%3D;Ek-1 · 07-Olay Yönetimi ve Süreklilik · OYS-38;2026-09-09;2023-06-06;Seviye 2
OYS-39;AILE-07;Endüstriyel Siber Güvenlik Log Yönetimi;Elektrik dağıtım şebekesi endüstriyel kontrol sistemi (EKS) bünyesinde bulunan yazılım ve uygulamalar (SCADA yazılımları, veri toplama yazılımları, sayaç yönetim uygulamaları vb.) log yönlendirme kapasitesine sahip olmalıdır.;254;;REGULATION;;;;https://www.epdk.gov.tr/Detay/DownloadDocument?id=4KFPqszJ13k%3D;Ek-1 · 07-Olay Yönetimi ve Süreklilik · OYS-39;2026-09-09;2023-06-06;Seviye 2
OYS-40;AILE-07;Endüstriyel Siber Güvenlik Log Yönetimi;Elektrik dağıtım şebekesi endüstriyel kontrol sistemi (EKS) bünyesinde bulunan yazılım ve uygulamalar (SCADA yazılımları, veri toplama yazılımları, sayaç yönetim uygulamaları vb.) log derecelendirme veya sınıflandırma kapasitesine sahip olmalıdır.;255;;REGULATION;;;;https://www.epdk.gov.tr/Detay/DownloadDocument?id=4KFPqszJ13k%3D;Ek-1 · 07-Olay Yönetimi ve Süreklilik · OYS-40;2026-09-09;2023-06-06;Seviye 2
OYS-41;AILE-07;Endüstriyel Siber Güvenlik Log Yönetimi;Elektrik dağıtım şebekesi endüstriyel kontrol sistemi (EKS) bünyesinde bulunan yazılım ve uygulamalara (SCADA yazılımları, veri toplama yazılımları, sayaç yönetim uygulamaları vb.) ilişkin loglar merkezi olarak toplanmalı, işlenmeli ve anlamlandırılmalıdır.;256;;REGULATION;;;;https://www.epdk.gov.tr/Detay/DownloadDocument?id=4KFPqszJ13k%3D;Ek-1 · 07-Olay Yönetimi ve Süreklilik · OYS-41;2026-09-09;2023-06-06;Seviye 2
OYS-42;AILE-07;Endüstriyel Siber Güvenlik Log Yönetimi;Elektrik dağıtım şebekesi endüstriyel kontrol sistemlerinde (EKS) kullanılan akıllı sayaçlar log tutma, yönlendirme, derecelendirme ve sınıflandırma kapasitesine sahip olmalıdır.;257;;OPTIONAL;;;;https://www.epdk.gov.tr/Detay/DownloadDocument?id=4KFPqszJ13k%3D;Ek-1 · 07-Olay Yönetimi ve Süreklilik · OYS-42;2026-09-09;2023-06-06;Ek kontrol
OYS-43;AILE-07;Endüstriyel Siber Güvenlik Log Yönetimi;Elektrik dağıtım şebekesi endüstriyel kontrol sistemlerinde (EKS) kullanılan akıllı sayaçlara ilişkin loglar merkezi olarak toplanmalı, işlenmeli ve anlamlandırılmalıdır.;258;;OPTIONAL;;;;https://www.epdk.gov.tr/Detay/DownloadDocument?id=4KFPqszJ13k%3D;Ek-1 · 07-Olay Yönetimi ve Süreklilik · OYS-43;2026-09-09;2023-06-06;Ek kontrol
OYS-44;AILE-07;Endüstriyel Siber Güvenlik Log Yönetimi;Olay yönetimi gerçekleştirebilmek için kullanılan tüm log kaynakları aynı saat dilimi üzerinden senkronize edilmelidir.;259;;REGULATION;;;;https://www.epdk.gov.tr/Detay/DownloadDocument?id=4KFPqszJ13k%3D;Ek-1 · 07-Olay Yönetimi ve Süreklilik · OYS-44;2026-09-09;2023-06-06;Seviye 2
OYS-45;AILE-07;Endüstriyel Siber Güvenlik Log Yönetimi;Elektrik dağıtım şebekesi endüstriyel kontrol sistemlerinde (EKS) bulunan istemci ve sunucularda aşağıdaki tipteki loglar tutulmalıdır. - İşletim sistemi logları - Bileşen üzerindeki güvenlik yazılımları logları (kötü amaçlı yazılım koruma uygulamaları, whitelisting uygulamaları) - Bileşen üzerinde bulunan diğer yazılımlara ilişkin loglar;260;;REGULATION;;;;https://www.epdk.gov.tr/Detay/DownloadDocument?id=4KFPqszJ13k%3D;Ek-1 · 07-Olay Yönetimi ve Süreklilik · OYS-45;2026-09-09;2023-06-06;Seviye 2
OYS-46;AILE-07;Endüstriyel Siber Güvenlik Log Yönetimi;Elektrik dağıtım şebekesi endüstriyel kontrol sistemlerinde (EKS) bulunan istemci ve sunucular log yönlendirme kapasitesine sahip olmalıdır.;261;;REGULATION;;;;https://www.epdk.gov.tr/Detay/DownloadDocument?id=4KFPqszJ13k%3D;Ek-1 · 07-Olay Yönetimi ve Süreklilik · OYS-46;2026-09-09;2023-06-06;Seviye 2
OYS-47;AILE-07;Endüstriyel Siber Güvenlik Log Yönetimi;Elektrik dağıtım şebekesi endüstriyel kontrol sistemlerinde (EKS) bulunan istemci ve sunucular log derecelendirme ve sınıflandırma kapasitesine sahip olmalıdır.;262;;REGULATION;;;;https://www.epdk.gov.tr/Detay/DownloadDocument?id=4KFPqszJ13k%3D;Ek-1 · 07-Olay Yönetimi ve Süreklilik · OYS-47;2026-09-09;2023-06-06;Seviye 2
OYS-48;AILE-07;Endüstriyel Siber Güvenlik Log Yönetimi;Elektrik dağıtım şebekesi endüstriyel kontrol sistemlerinde (EKS) bulunan istemci ve sunucularda kayıt altına alınan loglar merkezi olarak toplanmalı, işlenmeli ve anlamlandırılmalıdır.;263;;REGULATION;;;;https://www.epdk.gov.tr/Detay/DownloadDocument?id=4KFPqszJ13k%3D;Ek-1 · 07-Olay Yönetimi ve Süreklilik · OYS-48;2026-09-09;2023-06-06;Seviye 2
OYS-49;AILE-07;Siber Güvenlik Olaylarını Tespit Etme;Olay tespit yetenekleri, tehdit, zafiyet ve risk yönetim süreçleri ile bütünleşik olmalıdır.;264;;REGULATION;;;;https://www.epdk.gov.tr/Detay/DownloadDocument?id=4KFPqszJ13k%3D;Ek-1 · 07-Olay Yönetimi ve Süreklilik · OYS-49;2026-09-09;2023-06-06;Seviye 2
OYS-50;AILE-07;Siber Güvenlik Olaylarını Analiz Etme ve Bildirme;Hangi olayların USOM'a bildirileceğine dair ilişkin kriter tanımlanmalıdır. (operasyonların etkilenmesi, hizmet verememe, endüstriyel operasyonlara etki ve etkilerin dereceleri vb.) Olay bildirim kriteri belirli periyotlarla gözden geçirilmeli ve gerekli durumlarda güncellenmelidir.;265;;REGULATION;;;;https://www.epdk.gov.tr/Detay/DownloadDocument?id=4KFPqszJ13k%3D;Ek-1 · 07-Olay Yönetimi ve Süreklilik · OYS-50;2026-09-09;2023-06-06;Seviye 1
OYS-51;AILE-07;Siber Güvenlik Olaylarını Analiz Etme ve Bildirme;Elektrik dağıtım şebekesi endüstriyel kontrol sistemlerinde (EKS) gerçekleşen siber güvenlik bildirimleri sürekli izlenerek ve analiz edilerek bildirim sürecinde girdi olarak kullanılabilmelidir.;266;;REGULATION;;;;https://www.epdk.gov.tr/Detay/DownloadDocument?id=4KFPqszJ13k%3D;Ek-1 · 07-Olay Yönetimi ve Süreklilik · OYS-51;2026-09-09;2023-06-06;Seviye 2
OYS-52;AILE-07;Siber Güvenlik Olaylarını Analiz Etme ve Bildirme;Siber güvenlik bildirimlerinin siber güvenlik olayı olup olmadığına karar vermek için kriterler belirlenmelidir.;267;;REGULATION;;;;https://www.epdk.gov.tr/Detay/DownloadDocument?id=4KFPqszJ13k%3D;Ek-1 · 07-Olay Yönetimi ve Süreklilik · OYS-52;2026-09-09;2023-06-06;Seviye 1
OYS-53;AILE-07;Siber Güvenlik Olaylarını Analiz Etme ve Bildirme;Olayların yaşam döngüsü uçtan uca takip edilmelidir. (Kime atandığı, nasıl çözüldüğü, kimin çözdüğü vb.);268;;REGULATION;;;;https://www.epdk.gov.tr/Detay/DownloadDocument?id=4KFPqszJ13k%3D;Ek-1 · 07-Olay Yönetimi ve Süreklilik · OYS-53;2026-09-09;2023-06-06;Seviye 1
OYS-54;AILE-07;Olay Yönetiminde İş Sürekliliği;Belirli olay ve bildirimlerin yaşanması durumunda kullanılacak iş sürekliliği planları geliştirilmelidir. (Hizmet kesintisi, operasyonel arıza vb.);269;;REGULATION;;;;https://www.epdk.gov.tr/Detay/DownloadDocument?id=4KFPqszJ13k%3D;Ek-1 · 07-Olay Yönetimi ve Süreklilik · OYS-54;2026-09-09;2023-06-06;Seviye 1
OYS-55;AILE-07;Yedekleme ve Yedeklilik;Elektrik dağıtım şebekesi endüstriyel kontrol sistemlerinde (EKS) bulunan tüm ağ ve güvenlik cihazlarının konfigürasyonları periyodik olarak alınmalı, güvenli şekilde saklanmalı ve periyodik geri dönüş testleri gerçekleştirilmelidir.;270;;REGULATION;;;;https://www.epdk.gov.tr/Detay/DownloadDocument?id=4KFPqszJ13k%3D;Ek-1 · 07-Olay Yönetimi ve Süreklilik · OYS-55;2026-09-09;2023-06-06;Seviye 2
OYS-56;AILE-07;Yedekleme ve Yedeklilik;Elektrik dağıtım şebekesi endüstriyel kontrol sistemlerinde (EKS) bulunan tüm endüstriyel ekipman, uygulama ve bileşenlerin lojik ve/veya konfigürasyonları periyodik olarak yedeklenmeli , yedekler güvenli şekilde saklanmalı ve periyodik geri dönüş testleri gerçekleştirilmelidir.;271;;REGULATION;;;;https://www.epdk.gov.tr/Detay/DownloadDocument?id=4KFPqszJ13k%3D;Ek-1 · 07-Olay Yönetimi ve Süreklilik · OYS-56;2026-09-09;2023-06-06;Seviye 2
